Identifiant,Marque,Nom
76230007,Intermarché,INTERMARCHE
76810001,Casino,CASINO
76940001,Carrefour Contact,Carrefour Contact NEW GENERATION SHOP
76120011,BP,BP GRAND QUEVILLY DU GRAND LAUNAY
76120002,Système U,Hyper U
76120008,Total,RELAIS SAINTE LUCIE
76620001,Auchan,Auchan Le Havre
76600001,Carrefour Market,Carrefour Market
76620002,Carrefour Market,Carrefour Market
76600012,Elan,DMS
76620003,Esso Express,ESSO BOIS AU COQ
76610002,Esso Express,ESSO CAUCRIAUVILLE SUD
76600010,Esso Express,ESSO PORTE OCEANE
76610003,Système U,FISTO SUPER U
76600025,Total Access,RELAIS AMIRAL MOUCHEZ
76600022,Total Access,RELAIS DU PERREY
76600021,Total,RELAIS DU PERREY AVITAILLEMENT
76600024,Total Access,RELAIS HALTE GRAVILLE
76600023,Total Access,RELAIS LE HAVRE LA BREQUE
76610004,Total Access,RELAIS ROUELLES
76770002,Leclerc,E. LECLERC Le Houlme
76770003,Total Access,RELAIS DU CAILLY
76240006,Total Access,RELAIS LE MESNIL-ESNARD
76240002,Carrefour Market,Carrefour Market
76140001,Carrefour Market,Carrefour Market
76140002,Leader Price,LEADER PRICE
76950002,Carrefour Contact,CARREFOUR CONTACT
76950001,Total,GARAGE DU CENTRE
76580001,Esso Express,ESSO DES ABBAYES
76580002,MARKET,SARL MACANOSA DISTRIBUTION
76170002,Intermarché,INTERMARCHE LILLEBONNE
76600014,Système U,SAS MAET
76590002,Intermarché,INTERMARCHE CONTACT
76810002,Auchan,Auchan supermarché
76150003,Système U,"SAS MAROMMEDIS, SUPER U"
76290001,Auchan,AUCHAN MONTIVILLIERS
76290003,Intermarché,SAS CARAIBES
76131001,Carrefour,CARREFOUR MONT SAINT AIGNAN
76130001,Esso Express,ESSO LES COQUETS
76710001,Intermarché,INTERMARCHE MONTVILLE
76530004,Total Access,RELAIS DE LA LONDE
76270001,Leclerc,S.D.S.M EXPLOITATION
76270002,Système U,SAS CECILIA SUPER U
76330002,Carrefour Market,Carrefour Market
76330001,Esso Express,ESSO N D GRAVENCHON
76550001,Carrefour Market,Carrefour Market
76350001,Système U,SUPER U
76570001,Carrefour Market,Carrefour Market
76700007,Total Access,RELAIS DE ROGERVILLE
76000007,Esso Express,ESSO DU MIN
76000009,Intermarché,INTERMARCHE ROUEN
76000012,Total,RELAIS MONT RIBOUDET
76100005,Total,RELAIS ROUEN BD EUROPE
76000013,Total,RELAIS ROUEN SAINT GILLES
76000006,Avia,SARL Albik
76100003,Esso,SARL SIGESS
76176001,Leclerc,SAS CITADIS
76410001,Carrefour Market,Carrefour Market
76190003,Intermarché,INTERMARCHE SAINTE MARIE DES CHAMPS
76190001,Total,SARL SYLDA
76800002,Esso Express,ESSO ST ETIENNE
76800003,Intermarché,INTERMARCHE ST-ETIENNE / ROUVRAY
76800009,Total Access,RELAIS CANADIENS
76150002,Esso,ESSO LA VAUPALIERE
76150001,Total,GERAULT
76510001,Intermarché,INTERMARCHE ST NICOLAS D'ALIERMO
76480002,Intermarché Contact,SAS JULUGO
76320002,Leclerc,S.A.S ELBEUF DISTRIBUTION
76430004,Carrefour Market,Carrefour Market
76430005,Système U,SUPER U ST ROMAIN
76680001,Carrefour Market,Carrefour Market
76460003,Total,SARL Neto Le Drakkar
76460002,Leclerc,ST VALERY DISTRIBUTION SAS
76440003,Système U,SUPER U
76116003,Total,Le Relais 31
76300004,Carrefour Market,Carrefour Market
76300005,Intermarché,INTERMARCHE SOTTEVILLE LES ROUEN
76300009,Total Access,RELAIS DE L'ILE GAD
76300007,Avia,STATION AVIA
76430006,Total Access,RELAIS TANCARVILLE
76890001,Intermarché,INTERMARCHE TOTES
76410002,Carrefour,CARREFOUR TOURVILLE LA RIVIERE
76540001,Shopi,SHOPI
76760002,Système U,SAS YERDIS SUPER U
76190005,RELAIS DU ROY,SARL RELAIS DU ROY D'YVETOT
76191001,Leclerc,YVETODIS
77760003,Leclerc,SODIPLEC ACHERES OUEST
77210002,Carrefour Market,Carrefour Market
77210001,Esso Express,ESSO AVON FONTAINEBLEAU
77700004,Carrefour Market,Carrefour Market
77350004,Intermarché,Intermarché
77780003,Total Access,RELAIS DU LOING
77480002,Carrefour Market,Carrefour Market
77170005,Carrefour Market,Carrefour Market
77170013,Total Access,RELAIS DE L'YERRES
77170004,Total,STATION TOTAL BRIE CTE ROB. ESCOFFI
77170006,Système U,STATION U
77600003,Total,RELAIS BUSSY ST GEORGES
77600004,Total,RELAIS FERRIERES
77240002,Auchan,AUCHAN CARBURANT
77430001,Carrefour Market,Carrefour Market
77150002,Carrefour,Carrefour Champs sur Marne
77590001,Carrefour Market,Carrefour Market
77570001,Carrefour Market,Carrefour Market
77124002,Auchan,AUCHAN MEAUX
77500008,BP,BP CHELLES MONT CHALAS
77508001,Carrefour,CARREFOUR CHELLES
77500004,Intermarché,INTERMARCHE CHELLES MONTFERMEIL
77500001,Auchan,LES HALLES D'AUCHAN
77500009,Total,RELAIS DE CHELLES
77500006,Total Access,TOTAL ACCESS METIN
77410008,BP,BP A104 AIRE DE VILLEVAUDE
77508002,Carrefour,Carrefour Claye-Souilly
77410001,Total,SAS BLOM
77090001,Carrefour,CARREFOUR COLLEGIEN
77380001,Intermarché,INTERMARCHE COMBS LA VILLE
77170012,Total,RELAIS SAINTE-GENEVIEVE
77860001,Système U,SNC COUDYS
77120005,Intermarché,A L'INTERMARCHE DE COULOMMIERS
77120003,Leclerc,BOUCHE DISTRIBUTION
77120007,Total Access,RELAIS COULOMMIERS
77120006,Total Access,RELAIS DES CAPUCINS
77700002,Carrefour Market,Carrefour Market
77700003,Esso,ROC FRANCE ESSO
77580001,Esso,GARAGE MODERNE S.A.S
77580002,Intermarché,INTERMARCHE CRECY-LA-CHAPELLE
77124001,Carrefour Market,Carrefour Market
77183001,Intermarché,INTERMARCHE CROISSY BEAUBOURG
77195001,Carrefour,CARREFOUR VILLIERS EN BIERE
77190004,Leclerc,CENTRE LECLERC
77190005,Total Access,RELAIS DAMMARIE LECLERC
77190006,Total Access,RELAIS DAMMARIE LES LYS
77140012,Shell,Shell Darvault
77520001,Casino,CASINO DONNEMARIE DONTILLY
77250004,Carrefour Market,CSF FRANCE STATION SERVICE
77250006,Total Access,RELAIS MORET SUR LOING 1
77620001,U EXPRESS,SARL SOEGREDIS
77184004,Intermarché,INTERMARCHE EMERAINVILLE
77450005,Total,RELAIS DES ARCHERS
77450004,Super Casino,SUPERMARCHE CASINO
77515001,Intermarché,INTERMARCHE DE FAREMOUTIERS
77164001,Casino,CASINO SUPERMARCHE
77300005,BP,BP FONTAINEBLEAU LA FOURCHE 8à8
77300001,Total,RELAIS FOCH
77610002,Intermarché,SAS FONTENAL
77130011,Total,RELAIS DE JONCHETS GRANDE PAROISSE
77130010,Shell,STATION SHELL JONCHETS LES RECOMPENSES A5
77130003,Total,STATION TOTAL RELAIS DE FORGES
77220004,Intermarché,INTERMARCHE GRETZ ARMAINVILLIERS
77880001,Total,RELAIS DE LA COMMANDERIE
77390003,Carrefour Market,Carrefour Market
77760001,Atac,ATAC LA CHAPELLE LA REINE
77760002,Total,SARL GARAGE MODERNE
77320002,Intermarché,INTERMARCHE LA FERTE GAUCHER
77320003,Système U,SUPER U
77260008,BP,BP A4 AIRE DE CHANGIS
77260002,BP,BP ETS PEZZETTA-DEMEME SA
77260004,Leclerc,SAS SODIFER
77400013,Esso,ESSO EXPRESS LAGNY
77400011,Total Access,RELAIS DES COTEAUX
77000013,Total Access,RELAIS LA ROCHETTE MELUN
77820003,Leclerc,E.LECLERC
77350005,Total Access,RELAIS LE MEE S.SEINE COURTILLE
77181002,Total Access,RELAIS DU PIN
77150003,Carrefour Market,Carrefour Market
77150004,Total Access,RELAIS PARC DE LESIGNY
77127001,Carrefour,CARREFOUR CARRE SENART
77440001,Intermarché,INTERMARCHE LIZY-SUR-OURCQ
77440002,Carrefour Market,Market Lizy sur Ourcq
77650001,Intermarché,INTERMARCHE CONTACT
77710001,Intermarché,Intermarche Lorrez
77100016,Leclerc,LECLERC MAREUILDIS
77100024,BP,BP MEAUX
77100008,Esso Express,ESSO PARIS METZ
77100023,Total Access,RELAIS DE LA MARNE VICTOIRE
77100022,Total Access,RELAIS ST PERES
77100003,Auchan,SAS SAFIPAR
77100009,Leclerc,SODIMEAUX
77100010,Total,TOTAL METIN
77000011,Total,RELAIS DE L'ALMONT
77000005,Total,TOTAL
77290002,Intermarché,INTERMARCHE MITRY-MORY
77130006,Carrefour,CARREFOUR MONTEREAU
77144001,Intermarché,INTERMARCHE MONTEVRAIN
77144002,Total,Total metin val d'europe
77720002,Intermarché,INTERMARCHE MORMANT
77120004,Carrefour Market,CARREFOUR MARKET MOUROUX
77480001,Bi1,Bi1
77230004,Intermarché,INTERMARCHE MOUSSY-LE-NEUF
77370001,Carrefour Market,Carrefour Market
77370003,Intermarché,INTERMARCHE NANGIS
77370005,Total Access,RELAIS DE NANGIS
77100015,Carrefour Market,Carrefour Market
77100021,Total Access,RELAIS DE BOSSUET
77140010,AUTOGRILL,AUTOGRILL STATION SHELL
77140005,Casino,CASINO SUPERMARCHE
77140006,Intermarché,INTERMARCHE NEMOURS
77140011,Total,RELAIS NEMOURS DE GAULLE
77186001,Total,BRIE DES NATIONS
77200001,Total,GARAGE OJA SA
77186003,Total,RELAIS DE LA MAILLERE
77280001,Intermarché,INTERMARCHE OTHIS
77330003,Leclerc,LECLERC OZOIR LA FERRIERE
77330002,Total,Relais d'Ozoir Silcar
77330004,Total,RELAIS OZOIR LA FERRIERE
77400006,Total,Total metin pomponne
77346001,Carrefour,CARREFOUR PONTAULT-COMBAULT
77340003,Leclerc,E.LECLERC S. A. S. DIS-PONTAUT
77340006,Total Access,RELAIS DE COMBAULT
77340005,Total,RELAIS PONTAULT COMBAULT
77160001,Agip,AGIP PROVINS AV DE GAULLE
77160003,Intermarché,INTERMARCHE PROVINS
77160002,Leclerc,PROVINS DISTRIBUTION
77550004,Total,RELAIS DE GALANDE
77550005,Total,RELAIS PLESSIS PICAR
77510001,Carrefour Market,Carrefour Market
77680001,Esso Express,ESSO MALIBRAN
77680004,Intermarché,SAS ROISSIM (INTERMARCHE)
77680003,Système U,SUPER U ROISSY EN BRIE
77230006,Total Access,RELAIS DE CHANTEMERLE
77540002,Carrefour Market,MARKET ROZAY EN BRIE
77950001,Carrefour Market,Carrefour Market
77310006,BP,BP ST FARGEAU PONTHIERRY
77740002,Total Access,RELAIS ORME LOUPS
77230007,Carrefour,DISTRIMARD (Carrefour Saint Mard)
77140003,Carrefour Market,Carrefour Market
77165002,Carrefour Market,Carrefour Market
77400012,BP,BP ST THIBAULT DES VIGNES
77400007,Intermarché,INTERMARCHE ST THIBAULT DES VIGNES
77176001,Esso,SIGESS ESSO
77260005,Intermarché,INTERMARCHE SEPT SORTS
77700001,Auchan,AUCHAN VAL D' EUROPE
77460005,Auchan,SCHIEVER CARBURANT
77460001,TOTAL,SOUPPES AUTO SA
77171003,Total Access,RELAIS DE SOURDUN
77310009,Total Access,RELAIS MAISON ROUGE
77165006,Total,RELAIS DU SAUVOY
77810001,Simply Market,SIMPLY MARKET
77400008,Intermarché,INTERMARCHE THORIGNY
77220005,Carrefour Market,CARREFOUR MARKET TOURNAN EN BRIE
77470001,Carrefour Market,SARL MYDISTRI
77116001,Leclerc,SODIPLEC ACHERES EST
77260007,Agip,ENI LEO RESTO USSY
77360001,Carrefour Market,CARREFOUR MARKET VAIRES SUR MARNE
77130005,Leclerc,SODIVAR
77130008,Leclerc,Varedis
77910001,Total,TOTAL VARREDDES
77141003,Avia,Relais de marne et seine
77141001,Total,sas mi autos
77000003,Carrefour Market,Carrefour Market
77250002,Intermarché,INTERMARCHE VENEUX LES SABLONS
77230001,Total,EASY SERVICE
77270001,Leclerc,MAVIDIS
77410009,Total Access,RELAIS DE VILLEVAUDE
77870001,Casino,CASINO SUPERMARCHE
78660003,Système U,BRUMANUMACLE U EXPRESS
78260001,Leclerc,ACHERES EXPANSION
78570001,Total,AXIOME
78570004,Super Casino,SUPERMARCHE CASINO
78410004,Total,RELAIS AUBERGENVILLE
78650002,Total,GGE DE FLEUBERT G.V.
78390003,Leclerc,E.LECLERC ARCYCOM
78390006,Total Access,RELAIS BOIS D'ARCY V.COUTURIER
78390005,Total,RELAIS BOIS SENON
78380005,BP,BP BOUGIVAL
78380004,Total Access,RELAIS BOUGIVAL BOISSY D'ANGLAS
78980001,Intermarché,INTERMARCHE BREVAL
78530001,Intermarché,INTERMARCHE BUC
78200001,Auchan,AUCHAN-MANTES-BUCHELAY
78300003,Leclerc,GEFICAR
78955001,Leclerc,SODICA CARRIERES
78420004,BP,BP CARRIERES SUR SEINE
78241001,Carrefour,CARREFOUR CHAMBOURCY
78400004,Total,RELAIS DES TILLEULS
78400002,Total,SAS GARAGE DE LA RESIDENCE
78270002,Total Access,RELAIS DE LA COUTURE
78310001,Auchan,AUCHAN
78310007,Total Access,RELAIS COIGNIERES
78700001,Auchan,AUCHAN SUPERMARCHÉ
78700010,BP,BP CONFLANS STE HONORINE RN184
78700011,BP,BP CONFLANS STE HONORINE RN184
78700002,Carrefour Market,Carrefour Market
78700003,Total,GGE FOCH
78702001,Leclerc,SODICO EXPANSION
78290001,Carrefour Market,Carrefour Market
78290003,Total,RELAIS DES NOIREAUX
78920003,BP,BP ECQUEVILLY LA CHAMOISERIE
78990004,Intermarché,INTERMARCHE ELANCOURT
78680004,Total Access,RELAIS DE LA MAULDRE
78680002,Total,SARL POMMIER BENOIT FILS
78410002,Carrefour,CARREFOUR FLINS SUR SEINE
78840001,Carrefour Market,Carrefour Market
78840003,Intermarché,INTERMARCHE FRENEUSE
78890002,Casino,CASINO GARANCIERES
78440001,Carrefour Market,Carrefour Market
78280003,Total,RELAIS GUYANCOURT
78280004,Total Access,RELAIS LES SAULES
78250002,Casino,CASINO SUPERMARCHE
78800003,Avia,ACC2 SARL
78800001,Auchan,AUCHAN SUPERMARCHE
78800004,Esso Express,ESSO GRAND CERF
78800006,Total Access,RELAIS LA VAUDOIRE
78760004,Total Access,RELAIS TOTAL ACCESS JOUARS
78350002,Total Access,RELAIS CLAIR BOIS
78820001,Système U,SUpER U
78170006,BP,BP LA CELLE ST CLOUD
78170002,Esso Express,ESSO BEAUREGARD
78940001,Auchan,AUCHAN SUPERMARCHE
78150011,BP,BP LE CHESNAY carrefour EXPRESS
78150012,Total,RELAIS DU CHESNAY
78150007,Indépendant sans enseigne,Sarl sodical
78150005,Système U,SUPER U POTTIER DISTRIBUTION
78600004,Total Access,RELAIS DES AMAZONES
78320001,Total,SARL MESNIL AUTOMOBILES
78230002,Esso Express,ESSO VIGNES BENNETTES
78230006,Total Access,RELAIS LE PECQ KENNEDY
78230005,Monoprix,STATION MONOPRIX
78610002,Auchan,AUCHAN SUPERMARCHÉ
78560004,Total Access,RELAIS DES LIONS
78340004,BP,BP LES CLAYES SS BOIS LA VIGNERAIE
78340005,Total,RELAIS CROIX BLANCHE
78690003,Total Access,RELAIS LES ESSARTS LE ROI
78690002,Système U,U express
78130011,Total Access,RELAIS BOUGIMONTS
78110002,Esso Express,ESSO LES IBIS
78520002,Carrefour,CARREFOUR LIMAY
78520004,Total Access,RELAIS DES CHAMPARTS
78980002,Total,LONGNES AUTOMOBILES
78430005,Total,RELAIS LOUVECIENNES
78114001,Intermarché,INTERMARCHE
78600002,BP,BP MAISON LAFFITTE SPEEDY
78200008,Intermarché,INTERMARCHE MANTES-LA-JOLIE
78200012,Total,RELAIS LA VILLE JOLIE
78200003,Total,SA.GGC CHANTEREI
78711002,SOS PETRO,SOS PETRO
78160002,Total,RELAIS PARC DE MARLY
78580001,Indépendant sans enseigne,GARAGE DE LA RENAISSANCE
78550007,Carrefour Market,Carrefour Market
78550006,Intermarché,INTERMARCHE MAULETTE
78550009,Total Access,RELAIS MAULETTE HOUDAN
78550005,Avia,SARL ALBIK
78550004,Avia,SARL JCS
78318001,Auchan,AUCHAN MAUREPAS
78310006,Total,RELAIS MAUREPAS
78490002,Casino,LE RELAIS CASINO
78970001,Carrefour Market,Carrefour Market
78360002,Carrefour Market,Carrefour Market
78360001,Carrefour,CARREFOUR MONTESSON
78360004,Total Access,RELAIS DE MONTESSON
78180011,Esso Express,Esso Express Montigny
78180010,Total Access,RELAIS PORTE SUD
78885001,Carrefour,Carrefour St Quentin en Yvelines
78180002,Total,SAS SOVEDA
78630008,Total,RELAIS DE MORAINVILLIERS SUD
78630009,Total,RELAIS MORAINVILLIERS NORD
78910001,Simply Market,SIMPLY MARKET
78630004,Total,AXIOME ORGEVAL
78630010,Total Access,RELAIS ORGEVAL
78630011,Total Access,RELAIS ORGEVAL - BENO
78370002,Auchan,AUCHAN PLAISIR
78370001,Auchan,AUCHAN SUPERMARCHE
78300011,Total,RELAIS MALADRERIE
78660004,Total,RELAIS DE PRUNAY
78120003,Carrefour,CARREFOUR RAMBOUILLET
78120005,Leclerc,LECLERC RAMBOUILLET
78120013,Total,RELAIS RAMBOUILLET
78150014,BP,BP ROCQUENCOURT
78150013,Total Access,RELAIS DE ROCQUENCOURT
78710002,Avia,AIRE DE ROSNY DIRECTION PROVINCE
78710003,Shell,SHELL ROSNY SUD
78730001,Simply Market,SIMPLY MARKET
78210006,Total Access,RELAIS EPI D OR
78100002,Total,RELAIS ST GERMAIN EN LAYE ROOSEVELT
78175001,Total,VAUBAN AUTOMOBILE
78470001,Carrefour Market,Carrefour Market
78500001,Carrefour,CARREFOUR SARTROUVILLE
78120012,Total,RELAIS DES SOMMIERES
78250003,Auchan,Auchan Supermarche
78770001,G20,G20 THOIRY
78190011,Auchan,Auchan Supermarché
78190012,BP,BP TRAPPES LUTHER KING 8 à Huit
78190008,BP,BP TRAPPES SNCF
78190010,Total Access,RELAIS TRAPPES POSTE BLANC
78140010,BP,BP VELIZY VILLACOUBLAY BREGUET
78140008,Total,RELAIS VELIZY
78140001,Auchan,STATION SERVICE AUCHAN VELIZY
78140009,Shell,STATION SHELL
78480001,Auchan,AUCHAN supermarché
78480004,Total,RELAIS FONTAINE ST MARTIN
78540001,Carrefour Market,Carrefour Market
78000016,BP Express,BP VERSAILLES CLEMENT ADER
78000021,BP,BP VERSAILLES REPUBLIQUE
78000008,Esso,ESSO DES ETATS GENERAUX
78000005,Esso Express,ESSO PONT COLBERT
78000020,Total Access,RELAIS DU BARRY
78000019,Total,RELAIS PORTE VERTE
78450001,Carrefour Market,Carrefour Market
78960003,BP,BP ST QUENTIN CD 36
78960001,Carrefour Market,Carrefour Market
79230004,Shell,Dupe Troll Station SHELL
79230003,Elan,FIEF JOLY
79600003,Intermarché,INTERMARCHE
79150001,Carrefour Contact,CARREFOUR CONTACT
79510002,Elan,ESTENOZA
79400003,Leclerc,SAINT-MAIXENT-DIS
79360001,Intermarché,INTERMARCHE BEAUVOIR SUR NIORT
79300005,Leclerc,Bocage distribution
79300006,Leclerc,Bocage distribution
79300001,Carrefour Market,Carrefour Market
79170001,Intermarché,INTERMARCHE BRIOUX SUR BOUTONNE
79370001,Intermarché,INTERMARCHE CELLES SUR BELLE
79140002,Total,Mme RIVELON Marie line
79140001,Système U,Super U CERIZAY
79500003,Avia,GARAGE CHAILLOIS
79220001,Système U,Super U CHAMPDENIERS
79200005,Esso,DUBREUIL STATION CHATILLON
79200003,Leclerc,Station route de Bressuire
79180003,Carrefour Contact,CARREFOUR CONTACT
79180002,Total Access,RELAIS NIORT CHAURAY
79110003,Intermarché,INTERMARCHE CHEF BOUTONNE
79110001,Système U,U Express Coop Atlantique Chef-Boutonne
79160001,Système U,Super U COULONGES SUR L'AUTIZE
79410001,Système U,Super U ECHIRE
79160002,Leclerc,SODIPLEC Niort Canepetière
79110002,Avia,AVIA STATION SERVICE BECHON
79240003,Carrefour Contact,magabsie
79430001,Elan,CLISSON
79260004,Carrefour Contact,LA CRECHE
79800012,Carrefour Contact,Carrefour Contact
79120001,Intermarché,INTERMARCHE LEZAY
79460001,Système U,Super U MAGNE
79700001,Système U,Super U MAULEON
79210001,Intermarché,INTERMARCHE MAUZE SUR LE MIGNON
79310001,Total,SARL MARTIN SERVICE AUTO
79500006,Leader Price,LEADER PRICE MELLE
79500004,Total,MR REBERRI - GARAGE DE LA COLONNE
79320001,Système U,Super U MONCOUTANT
79370002,Supermarchés Spar,Spar
79000001,Carrefour Market,Carrefour Market
79000002,Carrefour,CARREFOUR NIORT
79000010,Super Casino,CASINO
79000012,Esso Express,ESSO EXPRESS NIORT OCEAN
79025001,Géant,GEANT CASINO
79000009,Intermarché,INTERMARCHE NIORT
79000008,Intermarché,INTERMARCHE NIORT AIFFRES
79004001,Leclerc,NIORT OUEST DISTRIBUTION
79000013,Total Access,RELAIS DE LA SEVRE
79000005,Total,SARL ROBIN
79025002,Leclerc,TRENTE ORMEAUX DISTRIBUTION
79250002,Intermarché,INTERMARCHE
79800011,Total,RELAIS DU POITOU
79800008,Dyneff,ROMPETROL Pamproux
79200001,Système U,Hyper U PARTHENAY
79208001,Leclerc,PARTHENAY-DISTRIBUTION
79200006,Avia,TS 92 PARTHENAY
79200008,CASINO,HYPER CASINO POMPAIRE CM 819
79100002,Total,S.A.R.L EDIMO EKO
79600001,Avia,GARAGE BERTHONNEAU
79500005,Intermarché,INTERMARCHE ST LEGER SUR MELLE
79500002,Système U,Super U ST LEGER DE LA MARTINIERE
79400004,Intermarché,INTERMARCHE ST MAIXENT L'ECOLE
79330001,Intermarché,INTERMARCHE ST-VARENT
79190001,Système U,Super U SAUZE VAUSSAIS
79130001,Système U,Super U SECONDIGNY
79100007,Eirana,Eirana
79390005,Carrefour Contact,carrefour CONTACT Thenezay
79100006,Total,EURL LES 3 PILIERS
79100001,Système U,Super U THOUARS
79100003,Leclerc,THOUARS DISTRIBUTION
79160003,Leclerc,SODIPLEC Niort Chateaudrie
79230005,Total,RELAIS VENISE VERTE
80100001,Carrefour Market,Carrefour Market
80100007,Esso Express,ESSO ABBEVILLOISE
80100002,Système U,HYPER U ABBEVILLE
80100009,Intermarché,INTERMARCHE
80100010,Total Access,RELAIS ABBEVILLE REPUBLIQUE
80100004,Total,TERRIER
80560001,Intermarché,INTERMARCHE CONTACT
80690001,Elan,COURONNEL
80250001,Intermarché,INTERMARCHE AILLY/NOYE
80470001,BP,STATION BP CARPENTIER DEVIGNE
80270001,Carrefour Market,Carrefour Market
80300005,Intermarché,INTERMARCHE ALBERT
80300006,Total,RELAIS D'ALBERT
80300001,Système U,SUPER U ALBERT
80090003,BP,BP AMIENS HENRIVILLE
80000018,BP,BP AMIENS SANTERRE
80300004,Carrefour,Carrefour AMIENS
80000007,Esso Express,ESSO PICARDIE
80000009,Esso Express,ESSO ST ACHEUL
80000008,Esso Express,ESSO ST ROCH AMIENS
80000012,Intermarché,Intermarché Amiens 2
80000014,Netto,NETTO - SARL ASTERIV AMIENS
80000013,Total,TOTAL RELAIS AMIENS PORT D AVAL
80046003,BP,BP AMIENS LONGPRE
80440001,Casino,GEANT CASINO
80460003,Carrefour Contact,Carrefour Contact AULT
80430002,Carrefour Contact,CARREFOUR CONTACT
80370002,Carrefour Contact,Carrefour Contact
80850001,Intermarché,INTERMARCHE SUPER
80230003,Carrefour Market,Carrefour Market SARL CHAMAX
80220003,Intermarché,INTERMARCHE BOUTTENCOURT
80340002,Carrefour,CARREFOUR CONTACT
80340003,Indépendant sans enseigne,sarl vanderstraeten
80450001,Intermarché,INTERMARCHE CAMON
80410004,Carrefour Contact,CARREFOUR CONTACT
80320001,Carrefour Market,Carrefour Market
80160003,Carrefour Contact,CARREFOUR CONTACT
80160004,Elan,SAS GARAGE SEILDLER
80800004,Auchan,AUCHAN SUPERMARCHE
80150001,Carrefour Contact,Sarl LA FORET
80290003,BP,BP A29 CROIXRAULT
80570001,Carrefour Contact,SARL VAL MAG
80600004,Total,EOR DOULLENS GOGETI
80600005,Intermarché,INTERMARCHE SAS NATHALEX
80600003,Total,M.MARECHAL
80600002,Supermarché Match,SUPERMARCHES MATCH DOULLENS
80600001,Système U,SUPER U
80730001,Total,GGE DE ST LEGER
80044001,Auchan,AUCHAN Station-Service Amiens
80480004,TOTAL,STATION SERVICE TOTAL
80210001,Carrefour Market,Carrefour Market
80210002,Total,EOR GARAGE DU VIMEU SA
80260003,Intermarché,SAS XEAUPRED STATION INTERMARCHE
80420004,Intermarché,INTERMARCHE FLIXECOURT
80420001,LE MUTANT,LEADER PRICE FLIXECOURT
80420003,Système U,STATION U
80800001,Casino,CASINO SUPERMARCHE
80130003,Intermarché,INTERMARCHE FRIVILLE-ESCARBOTIN
80190003,Intermarché,Intermarche gamaches
80220001,Elan,SARL ETS FREDERIC
80590002,Netto,NETTO GAUVILLE
80400001,Carrefour Market,Carrefour Market
80550001,Carrefour Contact,CARREFOUR-CONTACT
80140001,BP,BP A28 AIRE DE TRANSLAY EST
80140006,BP,BP A28 AIRE DE TRANSLAY EST
80140005,BP,BP A28 AIRE DE TRANSLAY OUEST
80510003,Carrefour Contact,Carrefour contact
80330004,Total,RELAIS LA FOURCHE
80350001,Auchan,AUCHAN
80500001,Auchan,AUCHAN SUPERMARCHE
80500004,Total,SARL GBL AUTOMOBILES
80500003,Leclerc,SAS SODIDIER EXPLOITATION
80110002,Carrefour Market,Market
80110001,Total,STATION SERVICE TOTAL
80590001,Total,GALOT PASCAL
80400004,Leclerc,LECLERC MUILLE VILLETTE
80190002,Auchan,AUCHAN SUPERMARCHE
80190001,Total,GARAGES FRANCOIS
80100003,Carrefour Contact,SARL BVS DISTRI PLUS
80140004,Elan,ESPACE AUTO
80140003,Intermarché,INTERMARCHE OISEMONT
80200012,BP,BP ASSEVILLERS EST
80200005,Esso,ESSO ASSEVILLERS
80200007,Intermarché,INTERMARCHE PERONNE
80200011,Leclerc,LECLERC Peronne
80200003,Total,Relais de la Chapelette
80290001,Carrefour Market,Carrefour Market
80290002,Total,EURL LAGAND
80580001,Leclerc,SODIPONT
80120001,Carrefour Contact,CARREFOUR CONTACT
80260002,TOTAL,M. DEFRANSURE CLAUDE
80136003,Indépendant sans enseigne,LM
80136001,Leclerc,RIVERY EXPLOITATION SAS
80240001,Carrefour Contact,CARREFOUR CONTACT
80170001,Intermarché,INTERMARCHE ROSIERES-EN-SANTERRE
80700010,BP,BP ROYE CD 54 TRUCKSTOP
80700004,Intermarché,INTERMARCHE
80700009,Total Access,RELAIS ROYE LE MOULIN
80120004,Auchan,AUCHAN SUPERMARCHE
80120003,Carrefour Market,Carrefour Market
80120002,Elan,GARAGE DELORME
80970003,Shell,SHELL BAIE DE SOMME
80135001,Intermarché Contact,INTERMARCHE CONTACT SA CIVIEN
80230004,Total,GARAGE DE ST VAL
80230002,Intermarché,INTERMARCHE ST-VALERY-SUR-SOMME
80480003,Intermarché,INTERMARCHE SALEUX
80480001,Esso Express,ESSO DE NORMANDIE
80480002,Leclerc,S.D.S.
80260001,Carrefour Market,Carrefour Market
80380001,Total,AJC DISTRIBUTION
80800002,Auchan,AUCHAN SUPERMARCHE
80000004,BP,BP A29 AIRE DE VILLERS BRETONNEUX
81250004,Carrefour Contact,carrefour contact alban
81250003,Total,GARAGE CORBIERE
81000004,Indépendant sans enseigne,AUTO 81 SARL
81000010,Carrefour Contact,Carrefour Contact
81000005,Esso Express,ESSO DU STADE ALBI
81000001,Géant,GEANT CASINO
81000007,Casino,HYPERCASINO
81000009,Leclerc,LECLERC ALBI
81000002,Total,RELAIS DES FONTANELLES
81000008,Elan,SARL PASTRE ETS
81000011,Fina,SARL RELAIS DE LA FAIENCERIE
81000003,Total,STATION TOTAL BRUZZECHESSE
81200003,Intermarché,INTERMARCHE AUSSILLON MAZAMET
81200004,Esso,RELAIS DU SUD OUEST
81200001,Total,STATION D'AUSSILLON
81400001,Système U,SUPER U
